Name	Installation Count (June 2025)	Java 25 pull request	Is merged?
customize-build-now	444		FALSE
jira-integration	444		FALSE
android-lint	443		FALSE
kerberos-sso	443		FALSE
outbound-webhook	441		FALSE
cloudbees-jenkins-advisor	426		FALSE
consul-kv-builder	424		FALSE
pipeline-deploymon	423		FALSE
soapui-pro-functional-testing	422		FALSE
svnmerge	420		FALSE
openshift-pipeline	418		FALSE
rubyMetrics	416		FALSE
cucumber-living-documentation	414		FALSE
fitnesse	412		FALSE
liquibase-runner	409		FALSE
phing	408		FALSE
cygpath	405		FALSE
minio	405		FALSE
mashup-portlets-plugin	404		FALSE
redeploy-rancher2-workload	403		FALSE
gradle-daemon	402		FALSE
jclouds-jenkins	398		FALSE
bitbucket-scm-filter-aged-refs	397		FALSE
display-upstream-changes	394		FALSE
maven-release-cascade	391		FALSE
netsparker-cloud-scan	390		FALSE
build-env-propagator	387		FALSE
description-column-plugin	387		FALSE
jenkins-cloudformation-plugin	386		FALSE
kotlin-v1-stdlib-jdk8	385		FALSE
codecommit-url-helper	384		FALSE
ivytrigger	384		FALSE
pipeline-input-notification	383		FALSE
sonargraph-plugin	383		FALSE
parasoft-findings	380		FALSE
concurrent-step	379		FALSE
ccm	374		FALSE
testcomplete-xunit	374		FALSE
createjobadvanced	373		FALSE
kubernetes-pipeline-steps	373		FALSE
multi-module-tests-publisher	372		FALSE
build-publisher	371		FALSE
azure-credentials-ext	370		FALSE
call-remote-job-plugin	367		FALSE
jgiven	367		FALSE
mesos	367		FALSE
secure-requester-whitelist	367		FALSE
customized-build-message	366		FALSE
scm2job	366		FALSE
unique-id	366		FALSE
gerrit-checks-api	365		FALSE
dynamic-search-view	362		FALSE
azure-container-agents	360		FALSE
console-badge	359		FALSE
job-poll-action-plugin	359		FALSE
diskcheck	357		FALSE
logging	357		FALSE
backup-interrupt-plugin	356		FALSE
bitbucket-approval-filter	355		FALSE
svn-tag	354		FALSE
prereq-buildstep	353		FALSE
snsnotify	352		FALSE
bitbucket-scm-filter-jira-validator	350		FALSE
labelled-steps	350		FALSE
testlink	350		FALSE
global-pre-script	348		FALSE
patch-parameter	347		FALSE
tracking-svn	345		FALSE
console-tail	343		FALSE
git-chooser-alternative	343		FALSE
selenium-builder	343		FALSE
URLSCM	342		FALSE
extreme-notification	342		FALSE
perforce	341		FALSE
vs-code-metrics	341		FALSE
htmlresource	340		FALSE
tracking-git	340		FALSE
windows-cloud	340		FALSE
custom-build-properties	337		FALSE
opsgenie	337		FALSE
pipeline-restful-api	337		FALSE
jenkinslint	336		FALSE
bitbucket-kubernetes-credentials	334		FALSE
github-label-filter	334		FALSE
disable-failed-job	330		FALSE
jabber	329		FALSE
terminal	329		FALSE
groovy-events-listener-plugin	328		FALSE
job-node-stalker	328		FALSE
hsts-filter-plugin	327		FALSE
matlab	323		FALSE
release-helper	322		FALSE
rest-list-parameter	320		FALSE
saltstack	320		FALSE
template-workflows	318		FALSE
tmpcleaner	318		FALSE
ws-ws-replacement	318		FALSE
phabricator-plugin	317		FALSE
started-by-envvar	317		FALSE
macstadium-orka	315		FALSE
vncviewer	314		FALSE
wxwork-notification	313		FALSE
countjobs-viewstabbar	312		FALSE
queue-cleanup	312		FALSE
job-log-logger-plugin	311		FALSE
custom-markup-formatter	310		FALSE
svn-partial-release-mgr	309		FALSE
extended-security-settings	308		FALSE
conjur-simple-integration	307		FALSE
git-userContent	307		FALSE
sumologic-publisher	305		FALSE
aws-codecommit-trigger	302		FALSE
build-steps-from-json	301		FALSE
StashBranchParameter	300		FALSE
appscan	300		FALSE
mac	300		FALSE
dotnet-as-script	299		FALSE
uipath-automation-package	299		FALSE
view-cloner	299		FALSE
artifactory-client-api	298		FALSE
variables-replace-plugin	297		FALSE
websphere-deployer	295		FALSE
syslog-logger	294		FALSE
aws-beanstalk-publisher-plugin	293		FALSE
pretested-integration	293		FALSE
remote-terminal-access	293		FALSE
ec2-deployment-dashboard	291		FALSE
clang-scanbuild	288		FALSE
coverity	288		FALSE
fxcop-runner	288		FALSE
archived-artifact-url-viewer	287		FALSE
rvm	285		FALSE
cocoapods-integration	283		FALSE
cppncss	283		FALSE
vsts-cd	281		FALSE
covcomplplot	280		FALSE
azure-artifact-manager	279		FALSE
cctray-xml	278		FALSE
serenity	278		FALSE
distfork	277		FALSE
deployed-on-column	276		FALSE
job-fan-in	275		FALSE
cisco-spark-notifier	272		FALSE
websocket	272		FALSE
seed	271		FALSE
accelerated-build-now-plugin	270		FALSE
harbor	269		FALSE
configuration-as-code-support	267		FALSE
javancss	266		FALSE
jobrevision	266		FALSE
metrics-datadog	265		FALSE
azure-container-registry-tasks	263		FALSE
viewVC	263		FALSE
github-scm-filter-aged-refs	262		FALSE
seleniumrc-plugin	262		FALSE
matrixtieparent	261		FALSE
deployment-notification	260		FALSE
service-now	258		FALSE
jobtype-column	256		FALSE
wildfly-deployer	256		FALSE
whitesource	255		FALSE
dry-run	253		FALSE
lambdatest-automation	253		FALSE
post-completed-build-result	253		FALSE
qualys-was	253		FALSE
aws-sam	252		FALSE
pwauth	252		FALSE
database-sqlserver	249		FALSE
describe-with-params	249		FALSE
artifactory-artifact-manager	247		FALSE
flow	247		FALSE
autograding	246		FALSE
scm-manager	246		FALSE
github-scm-filter-jira-validator	245		FALSE
mq-notifier	245		FALSE
git-prebuildmerge-trait	244		FALSE
sounds	244		FALSE
selected-tests-executor	243		FALSE
lighthouse-report	242		FALSE
ranorex-integration	241		FALSE
jx-pipelines	240		FALSE
pipeline-gitstatuswrapper	239		FALSE
svncompat13	239		FALSE
msginject	238		FALSE
teams-webhook-trigger	238		FALSE
sqlserver-api	237		FALSE
pitmutation	235		FALSE
hubot-steps	234		FALSE
jslint	234		FALSE
appdynamics-dashboard	233		FALSE
linenumbers	233		FALSE
plasticscm-plugin	233		FALSE
crap4j	232		FALSE
semantic-versioning-plugin	232		FALSE
Matrix-sorter-plugin	229		FALSE
pipeline-agent-build-history	229		FALSE
project-health-report	229		FALSE
jobtag	228		FALSE
lenientshutdown	227		FALSE
scripttrigger	227		FALSE
short-workspace-path	227		FALSE
42crunch-security-audit	225		FALSE
gearman-plugin	224		FALSE
pyenv	224		FALSE
github-app-kubernetes-credentials	223		FALSE
aws-lambda-cloud	222		FALSE
dos-trigger	222		FALSE
xfpanel	221		FALSE
azure-function	220		FALSE
BlazeMeterJenkinsPlugin	219		FALSE
NegotiateSSO	219		FALSE
lastsuccessversioncolumn	218		FALSE
stepcounter	218		FALSE
muuri-api	217		FALSE
zephyr-enterprise-test-management	217		FALSE
deployer-framework	213		FALSE
memory-map	213		FALSE
build-alias-setter	212		FALSE
grypescanner	212		FALSE
google-cloudbuild	211		FALSE
metrics-graphite	210		FALSE
selenium-axis	210		FALSE
mailcommander	209		FALSE
artifact-diff-plugin	208		FALSE
gitflow	208		FALSE
pull-request-monitoring	208		FALSE
validating-email-parameter	208		FALSE
vectorcast-coverage	207		FALSE
nomad	206		FALSE
devops-portal	205		FALSE
jackson-databind	205		FALSE
ci-game	204		FALSE
coordinator	204		FALSE
digitalocean-plugin	204		FALSE
influxdb-query	204		FALSE
network-monitor	203		FALSE
bootstrap	202		FALSE
jython	202		FALSE
libvirt-slave	202		FALSE
nested-data-reporting	202		FALSE
aws-sqs-trigger	200		FALSE
thucydides	200		FALSE
BlameSubversion	199		FALSE
cucumber	199		FALSE
jenkins-flowdock-plugin	199		FALSE
periodic-reincarnation	199		FALSE
jboss	198		FALSE
config-driven-pipeline	197		FALSE
generic-event	197		FALSE
jwt-auth	197		FALSE
package-parameter	197		FALSE
parameter-pool	197		FALSE
audit2db	196		FALSE
cli-commander	196		FALSE
jsunit	196		FALSE
loadrunner-cloud	196		FALSE
mock-slave	196		FALSE
publish-over-dropbox	195		FALSE
backlog	194		FALSE
block-same-builds	193		FALSE
prqa-plugin	193		FALSE
github-coverage-reporter	192		FALSE
commons-lang-api	191		FALSE
keyboard-shortcuts-plugin	191		FALSE
loadfocus-jmeter-load-testing-integration	190		FALSE
testcomplete11-xunit	190		FALSE
regression-report-plugin	189		FALSE
azure-acs	188		FALSE
was-builder	188		FALSE
chatwork	187		FALSE
job-direct-mail	187		FALSE
vagrant	186		FALSE
metadata	184		FALSE
electricflow	183		FALSE
platformlabeler	182		FALSE
json-editor-parameter	181		FALSE
insightappsec	180		FALSE
servicenow-devops	180		FALSE
upstream-downstream-view	180		FALSE
manage-permission	179		FALSE
rabbitmq-build-trigger	179		FALSE
url-auth-sso	179		FALSE
vectorcast-execution	178		FALSE
chef-identity	176		FALSE
lastfailureversioncolumn	176		FALSE
script-realm	176		FALSE
avatar	175		FALSE
deploy-dashboard	175		FALSE
dtkit	175		FALSE
junit-sql-storage	175		FALSE
slave-proxy	174		FALSE
slave-prerequisites	173		FALSE
selenium-aes	172		FALSE
buildrotator	171		FALSE
no-agent-job-purge	171		FALSE
advanced-installer-msi-builder	170		FALSE
delete-log-plugin	169		FALSE
additional-identities-plugin	168		FALSE
numeraljs	168		FALSE
yaml-axis	168		FALSE
remote-jobs-view-plugin	167		FALSE
osf-builder-suite-standalone-sonar-linter	165		FALSE
genexus	164		FALSE
ircbot	164		FALSE
eks-token	163		FALSE
git-automerger	162		FALSE
block-build-final-project	161		FALSE
virtualbox	161		FALSE
xlrelease-plugin	161		FALSE
neoload-jenkins-plugin	160		FALSE
proxmox	160		FALSE
rpmsign-plugin	158		FALSE
cccc	156		FALSE
gitblit	156		FALSE
jobtemplates	155		FALSE
artifact-repository-parameter	154		FALSE
multi-branch-priority-sorter	154		FALSE
secure-post-script	154		FALSE
environment-labels-setter	153		FALSE
contrast-continuous-application-security	152		FALSE
security-inspector	152		FALSE
synopsys-polaris	152		FALSE
working-hours	152		FALSE
database-sqlite	151		FALSE
qualys-cs	151		FALSE
spotinst	149		FALSE
prisma-cloud-iac-scan	148		FALSE
codecover	147		FALSE
aws-cloudwatch-logs-publisher	146		FALSE
google-cloud-backup	146		FALSE
servicenow-cicd	146		FALSE
gitea-pat-kubernetes-credentials	145		FALSE
github-release	145		FALSE
codebuilder-cloud	143		FALSE
compatibility-action-storage	141		FALSE
opencover	141		FALSE
rabbitmq-publisher	141		FALSE
grails	140		FALSE
hockeyapp	139		FALSE
oracle-cloud-infrastructure-devops	139		FALSE
s3explorer	139		FALSE
integrity-plugin	137		FALSE
pipeline-keepenv-step	137		FALSE
reportportal	137		FALSE
zoom	137		FALSE
jobdelete-builder	136		FALSE
performance-signature-ui	136		FALSE
php	136		FALSE
acunetix	135		FALSE
redgate-sql-ci	135		FALSE
sidebar-update-notification	135		FALSE
trac	135		FALSE
onepassword-secrets	133		FALSE
proc-cleaner-plugin	133		FALSE
gcp-java-sdk-auth	132		FALSE
csp	131		FALSE
mongodb	131		FALSE
wix	131		FALSE
datetime-constraint	130		FALSE
graphiteIntegrator	130		FALSE
dependency-queue-plugin	129		FALSE
pipeline-bamboo	129		FALSE
qftest	129		FALSE
aqua-microscanner	128		FALSE
lambda-test-runner	128		FALSE
webhook-eventsource	128		FALSE
codebuild-cloud	127		FALSE
fireline	126		FALSE
kiuwanJenkinsPlugin	126		FALSE
micro-focus-performance-center-integration	126		FALSE
alibabacloud-credentials	125		FALSE
label-verifier	125		FALSE
phoenix-autotest	125		FALSE
rbenv	125		FALSE
leapwork	124		FALSE
teamconcert-git	124		FALSE
agent-server-parameter	123		FALSE
crossbrowsertesting	123		FALSE
ivy-report	123		FALSE
clamav	122		FALSE
consul	122		FALSE
multibranch-job-tear-down	122		FALSE
zephyr-for-jira-test-management	122		FALSE
aws-java-sdk-core	121		FALSE
dumpling	121		FALSE
form-element-path	121		FALSE
sicci_for_xcode	121		FALSE
php-builtin-web-server	120		FALSE
pipeline-keep-running-step	120		FALSE
polarion	120		FALSE
thycotic-secret-server	120		FALSE
tricentis-ci	120		FALSE
vncrecorder	120		FALSE
zulip	119		FALSE
add-changes-to-build-changelog	118		FALSE
capitomcat	118		FALSE
jobrequeue	118		FALSE
monitor-pro	118		FALSE
aio-tests	117		FALSE
aws-java-sdk-jmespath	117		FALSE
azure-vmss	117		FALSE
compound-slaves	117		FALSE
mathworks-polyspace	117		FALSE
opentelemetry-agent-metrics	117		FALSE
mock-security-realm	116		FALSE
openshift-k8s-credentials	116		FALSE
scons	115		FALSE
list-command	114		FALSE
accurev	113		FALSE
marathon	113		FALSE
tool-labels-plugin	113		FALSE
redmine-metrics-report	112		FALSE
team-views	112		FALSE
aws-java-sdk-kms	111		FALSE
selection-tasks-plugin	111		FALSE
openshift-deployer	110		FALSE
kafkalogs	109		FALSE
log-command	109		FALSE
aws-java-sdk-s3	108		FALSE
codeql	108		FALSE
enhanced-metrics	108		FALSE
gcp-java-sdk-storage	108		FALSE
jswidgets	108		FALSE
buildcontext-capture	107		FALSE
cloudbees-enabler	107		FALSE
digicert-software-trust-code-sign	107		FALSE
blackduck-security-scan	106		FALSE
livescreenshot	106		FALSE
pending-changes	106		FALSE
sms	106		FALSE
aws-java-sdk-sts	105		FALSE
commit-message-trigger-plugin	105		FALSE
ibm-security-appscanstandard-scanner	105		FALSE
kubernetes-pipeline-arquillian-steps	105		FALSE
mttr	105		FALSE
inodes-monitor	104		FALSE
kubernetes-pipeline-aggregator	104		FALSE
mixing-security-realm	104		FALSE
strawboss	104		FALSE
suppress-stack-trace	104		FALSE
sysdig-secure	104		FALSE
ftp-rename	103		FALSE
html-audio-notifier	103		FALSE
skype-notifier	103		FALSE
testproject	103		FALSE
websocketin-notification	103		FALSE
crx-content-package-deployer	102		FALSE
feature-branch-notifier	101		FALSE
labeled-test-groups-publisher	101		FALSE
r	101		FALSE
ezwall	100		FALSE
git-notes	100		FALSE
gcal	99		FALSE
jenkins-reviewbot	99		FALSE
lifx-notifier	99		FALSE
ecs-publisher	98		FALSE
offlineonfailure-plugin	98		FALSE
pipeline-gcp	98		FALSE
tuleap-api	98		FALSE
google-deployment-manager	97		FALSE
autoaction-step	96		FALSE
javatest-report	96		FALSE
testcafe	96		FALSE
CustomHistory	95		FALSE
hyper-commons	95		FALSE
spring-initalzr	95		FALSE
git-bisect	94		FALSE
violation-columns	94		FALSE
chroot	93		FALSE
clearcase-ucm-plugin	93		FALSE
debian-package-builder	93		FALSE
jmh-report	93		FALSE
conventional-commits	92		FALSE
llvm-cov	92		FALSE
windocks-start-container	92		FALSE
agent-maintenance	91		FALSE
chartjs-api	91		FALSE
chatter-notifier	91		FALSE
nowsecure-auto-security-test	91		FALSE
cpptest	90		FALSE
global-yaml-properties	90		FALSE
google-api-client-plugin	90		FALSE
jms-messaging	90		FALSE
node-sharing-executor	90		FALSE
autocancel	89		FALSE
behave-testresults-publisher	89		FALSE
database-h2	89		FALSE
internetmeme	89		FALSE
mantis	89		FALSE
slave-squatter	89		FALSE
ghost-inspector	88		FALSE
testingbot	88		FALSE
aws-yum-parameter	87		FALSE
azure-publishersettings-credentials	87		FALSE
environment-filter-utils	87		FALSE
figlet-buildstep	87		FALSE
jigomerge	87		FALSE
osf-builder-suite-for-sfcc-credentials	87		FALSE
amazon-inspector-image-scanner	86		FALSE
autocomplete-parameter	85		FALSE
benchmark	85		FALSE
chosen	85		FALSE
cloudtest	85		FALSE
dynatrace-dashboard	85		FALSE
scala-junit-name-decoder	85		FALSE
acunetix-360-scan	84		FALSE
azure-kubernetes-credentials	84		FALSE
mailmap-resolver	84		FALSE
protecode-sc	84		FALSE
qc	84		FALSE
cloudshare-docker	83		FALSE
rapid7-insightvm-container-assessment	83		FALSE
qmetry-for-jira-test-management	82		FALSE
aws-sqs	81		FALSE
blackduck-hub	81		FALSE
appaloosa-plugin	80		FALSE
datatheorem-mobile-app-security	80		FALSE
escaped-markup-plugin	80		FALSE
fabric-beta-publisher	80		FALSE
generic-tool	80		FALSE
ibm-security-appscansource-scanner	80		FALSE
oki-docki	80		FALSE
tuleap-git-branch-source	80		FALSE
fluentd	79		FALSE
jsm-alert	79		FALSE
url-filter	79		FALSE
android-apk-size-watcher	78		FALSE
cortex-metrics	78		FALSE
elasticsearch-query	78		FALSE
gnat	78		FALSE
neuvector-vulnerability-scanner	78		FALSE
scripted-cloud-plugin	78		FALSE
spring-config	78		FALSE
ui-samples-plugin	78		FALSE
blackduck-coverity-on-polaris	77		FALSE
btc-embeddedplatform	77		FALSE
kubernetes-ci	77		FALSE
osf-builder-suite-for-sfcc-deploy	77		FALSE
search-all-results-plugin	77		FALSE
testflo-for-jira-test-management-automation	77		FALSE
service-fabric	76		FALSE
clearcase-ucm-api	75		FALSE
composer-security-checker	75		FALSE
defectdojo	75		FALSE
ec2-cloud-axis	75		FALSE
hetzner-cloud	75		FALSE
hp-quality-center	75		FALSE
keeper-secrets-manager	75		FALSE
persona	75		FALSE
collabnet	74		FALSE
doktor	74		FALSE
installshield	74		FALSE
puppet	74		FALSE
vmanager-plugin	74		FALSE
aws-batch	73		FALSE
mqtt-notification-plugin	73		FALSE
scm-sqs	73		FALSE
chosen-views-tabbar	72		FALSE
jcaptcha-plugin	72		FALSE
jna-posix-api	72		FALSE
keepSlaveOffline	72		FALSE
rally-plugin	72		FALSE
dbforge-devops-automation-for-sqlserver	71		FALSE
excludeMatrixParent	71		FALSE
log-cli	71		FALSE
performance-signature-viewer	71		FALSE
beer	70		FALSE
bugzilla	70		FALSE
cygwin-process-killer	70		FALSE
ios-device-connector	70		FALSE
remoting-opentelemetry	70		FALSE
ca-service-virtualization	69		FALSE
compuware-common-configuration	69		FALSE
google-admin-sdk	69		FALSE
pathignore	69		FALSE
qualys-vm	69		FALSE
DotCi	68		FALSE
mongodb-document-upload	68		FALSE
performance-signature-dynatracesaas	68		FALSE
sourcemonitor	68		FALSE
alibabacloud-ecs	67		FALSE
azure-batch-parallel	67		FALSE
crowd	67		FALSE
qmetry-test-management	67		FALSE
extended-timer-trigger	66		FALSE
hyper-build-step	66		FALSE
database-drizzle	65		FALSE
mktmpio	65		FALSE
nsiqcollector	65		FALSE
piwikanalytics	65		FALSE
visual-basic-6	65		FALSE
zos-connector	65		FALSE
aws-java-sdk2-s3	64		FALSE
codebeamer-xunit-importer	64		FALSE
ecutest	64		FALSE
SSSCM	63		FALSE
assertthat-bdd-jira	63		FALSE
build-flow-extensions-plugin	63		FALSE
github-sqs-plugin	63		FALSE
stackrox-container-image-scanner	63		FALSE
xtrigger	63		FALSE
matrix-communication	62		FALSE
bds-plugin	61		FALSE
coverage-badges-extension	61		FALSE
cron-shelve	61		FALSE
dumpinfo-buildwrapper-plugin	61		FALSE
enhanced-credentials	61		FALSE
jwt-support	61		FALSE
validating-yaml-parameter	61		FALSE
TestFairy	60		FALSE
computer-queue-plugin	60		FALSE
maintenance-jobs-scheduler	60		FALSE
memegen	60		FALSE
simpleclearcase	60		FALSE
cloudbees-devoptics-enabler	59		FALSE
mentor-questa-vrm	59		FALSE
pipeline-huaweicloud-plugin	59		FALSE
pom2config	59		FALSE
jobcacher-artifactory-storage	58		FALSE
synopsys-security-scan	58		FALSE
ui-test-capture	58		FALSE
assembla-merge-request-builder	57		FALSE
clang-scanbuild-plugin	57		FALSE
environment-variable-page-decoration	57		FALSE
gerrit	57		FALSE
googleanalytics	57		FALSE
mabl-integration	57		FALSE
phabricator-k8s	57		FALSE
adobe-cloud-manager	56		FALSE
applitools-eyes	56		FALSE
cisco-spark	56		FALSE
google-git-notes-publisher	56		FALSE
implied-labels	56		FALSE
minio-storage	56		FALSE
monitor-remote-job	56		FALSE
sonic-ci-helper	56		FALSE
requests	55		FALSE
runscope	55		FALSE
Surround-SCM-plugin	54		FALSE
agent-loadbalance	54		FALSE
coding-webhook	54		FALSE
design-library	54		FALSE
drmemory-plugin	54		FALSE
inedo-proget	54		FALSE
logaction-plugin	54		FALSE
salesforce-migration-assistant-plugin	54		FALSE
scis-ad	54		FALSE
brakeman	53		FALSE
build-flow-toolbox-plugin	53		FALSE
console-navigation	53		FALSE
remoting-kafka	53		FALSE
build-line	52		FALSE
crowdstrike-security	52		FALSE
groovyaxis	52		FALSE
myst-plugin	52		FALSE
persistent-build-queue-plugin	52		FALSE
dotcoverrunner	51		FALSE
emmacoveragecolumn	51		FALSE
report-jtreg	51		FALSE
codedx	50		FALSE
copado	50		FALSE
performance-signature-dynatrace	50		FALSE
utplsql	50		FALSE
vss	50		FALSE
better-pipeline-flowgraph-table	49		FALSE
mysql-job-databases	49		FALSE
one-shot-executor	49		FALSE
qualys-pc	49		FALSE
venafi-codesigning	49		FALSE
qiniu	48		FALSE
associated-files	47		FALSE
codebeamer-xunit-uploader	47		FALSE
compressed_files_viewer	47		FALSE
depbuilder	47		FALSE
jenkinsci-appspider-plugin	47		FALSE
worktile	47		FALSE
ColumnsPlugin	46		FALSE
aws-java-sdk2-ecs	46		FALSE
dbCharts	46		FALSE
device-watcher	46		FALSE
drecycler	46		FALSE
osf-builder-suite-for-sfcc-data-import	46		FALSE
play-autotest-plugin	46		FALSE
provar-automation	46		FALSE
infisical	45		FALSE
results-cache	45		FALSE
setenv	45		FALSE
tekton-client	45		FALSE
aws-beanstalk-releaser	44		FALSE
codefresh	44		FALSE
cvs-tag	44		FALSE
jshint-checkstyle	44		FALSE
pipeline-classpath	44		FALSE
TwilioNotifier	43		FALSE
clearcase-ucm-baseline	43		FALSE
assembla	42		FALSE
ci-skip	42		FALSE
diagnostics	42		FALSE
gitcolony-plugin	42		FALSE
leiningen-plugin	42		FALSE
logback-nats-appender	42		FALSE
neuro-cucumber	42		FALSE
storable-configs-plugin	42		FALSE
buckminster	41		FALSE
cloudbees-plugin-gateway	41		FALSE
paginated-builds	41		FALSE
perl	41		FALSE
plain-text-console-link	41		FALSE
redis-fingerprint-storage	41		FALSE
rubymotion	41		FALSE
alauda-kubernetes-support	40		FALSE
catlight	40		FALSE
chef-cookbook-pipeline	40		FALSE
chrome-frame-plugin	40		FALSE
environment-manager	40		FALSE
youtrack-plugin	40		FALSE
chef	39		FALSE
cluster-stats	39		FALSE
issue-link	39		FALSE
keep-slave-disconnected	39		FALSE
recipe	39		FALSE
scm-httpclient	39		FALSE
deploygate-plugin	38		FALSE
kubesphere-token-auth	38		FALSE
skytap	38		FALSE
testflight	38		FALSE
veracode-scanner	38		FALSE
build-flow-test-aggregator	37		FALSE
concordionpresenter	37		FALSE
growl	37		FALSE
redhat-dependency-analytics	37		FALSE
vmware-vrealize-automation-plugin	37		FALSE
zmq-event-publisher	37		FALSE
aws-java-sdk2-iam	36		FALSE
chef-tracking	36		FALSE
debian-pbuilder	36		FALSE
fortify-cloudscan-jenkins-plugin	36		FALSE
nirmata	36		FALSE
puppet-enterprise-pipeline	36		FALSE
restricted-register	36		FALSE
scm-filter-jervis	36		FALSE
synergy	36		FALSE
testsigma	36		FALSE
DotCi-DockerPublish	35		FALSE
async-job	35		FALSE
aws-java-sdk2-secretsmanager	35		FALSE
cloudshell-sandbox	35		FALSE
distTest	35		FALSE
exclusive-label-plugin	35		FALSE
gem-publisher	35		FALSE
google-analytics-usage-reporter	35		FALSE
aws-java-sdk2-lambda	34		FALSE
bazaar	34		FALSE
concurrent-login-plugin	34		FALSE
generic-environment-filters	34		FALSE
mend-cloud-native-security-scanner	34		FALSE
trac-publisher-plugin	34		FALSE
wavefront	34		FALSE
aws-java-sdk2-cloudformation	33		FALSE
benchmark-evaluator	33		FALSE
deployment-sphere	33		FALSE
fortify360	33		FALSE
inflectra-spira-integration	33		FALSE
instana	33		FALSE
locked-files-report	33		FALSE
mdtool	33		FALSE
openedge	33		FALSE
tics	33		FALSE
appetize	32		FALSE
bearychat	32		FALSE
gcm-notification	32		FALSE
jucies	32		FALSE
osf-builder-suite-for-sfcc-run-job	32		FALSE
pipeline-giphy-api	32		FALSE
rb	32		FALSE
schedule-failed-builds	32		FALSE
simple-travis-runner	32		FALSE
testabilityexplorer	32		FALSE
aws-java-sdk2-cloudfront	31		FALSE
aws-java-sdk2-ssm	31		FALSE
codebeamer-coverage-publisher	31		FALSE
codescanner	31		FALSE
eclipse-update-site	31		FALSE
google-cloud-health-check	31		FALSE
m2-extra-steps	31		FALSE
starteam	31		FALSE
tuleap-oauth	31		FALSE
xpath-config-viewer	31		FALSE
deploydb	30		FALSE
emotional-hudson	30		FALSE
partyparrotstatus	30		FALSE
rad-builder	30		FALSE
redis-notifier	30		FALSE
shared-library-version-override	30		FALSE
teamscale-upload	30		FALSE
xlrelease-var-setter	30		FALSE
anka-build	29		FALSE
arachni-scanner	29		FALSE
assembla-auth	29		FALSE
azure-dev-spaces	29		FALSE
codebeamer-result-trend-updater	29		FALSE
codescene	29		FALSE
extension-filter	29		FALSE
fast-track	29		FALSE
gating-core	29		FALSE
kanboard	29		FALSE
mariadb-api	29		FALSE
nodepool-agents	29		FALSE
signal-killer	29		FALSE
testquality-updater	29		FALSE
view26	29		FALSE
views-containing-job	29		FALSE
vmware-vrealize-orchestrator	29		FALSE
abap-ci	28		FALSE
accelq-ci-connect	28		FALSE
aws-java-sdk2-autoscaling	28		FALSE
aws-java-sdk2-sns	28		FALSE
huaweicloud-credentials	28		FALSE
jbpm-workflow-plugin	28		FALSE
pangolin-testrail-connector	28		FALSE
pragprog	28		FALSE
unicorn	28		FALSE
urbancode-velocity	28		FALSE
AdaptivePlugin	27		FALSE
aqua-serverless	27		FALSE
browser-axis-plugin	27		FALSE
compuware-topaz-for-total-test	27		FALSE
defensics	27		FALSE
delphix	27		FALSE
diawi-upload	27		FALSE
hue-light	27		FALSE
ifttt-build-notifier	27		FALSE
metrics-aggregation	27		FALSE
remote-result-trigger	27		FALSE
rqm-plugin	27		FALSE
aws-java-sdk2-cloudwatchlogs	26		FALSE
azure-event-grid-notifier	26		FALSE
bmc-rpd	26		FALSE
build-node-column	26		FALSE
continuum	26		FALSE
deepsecurity-smartcheck	26		FALSE
flock	26		FALSE
gallio	26		FALSE
labmanager	26		FALSE
netdomain-labeler	26		FALSE
nopmdcheck	26		FALSE
pipeline-project-env	26		FALSE
probely-security	26		FALSE
unreliable-slave-plugin	26		FALSE
aws-java-sdk2-cloudwatch	25		FALSE
ci-with-toad-devops-toolkit	25		FALSE
clearcase-release	25		FALSE
crittercism-dsym	25		FALSE
ibm-cloud-devops	25		FALSE
loadninja	25		FALSE
misra-compliance-report-generator	25		FALSE
skip-cron-rebuild	25		FALSE
url-auth	25		FALSE
aws-java-sdk2-codedeploy	24		FALSE
bumblebee	24		FALSE
compuware-topaz-utilities	24		FALSE
database-mariadb	24		FALSE
dimensionsscm	24		FALSE
ecu-test-execution	24		FALSE
extreme-feedback	24		FALSE
housekeeper	24		FALSE
kmap-jenkins	24		FALSE
machine-learning	24		FALSE
octoperf	24		FALSE
pvcs_scm	24		FALSE
remoting-security-workaround	24		FALSE
shortcut-job	24		FALSE
thread-dump-action-plugin	24		FALSE
aws-java-sdk2-apigateway	23		FALSE
aws-java-sdk2-codebuild	23		FALSE
aws-java-sdk2-elasticloadbalancingv2	23		FALSE
azure-cosmosdb	23		FALSE
cloudbees-feature-management	23		FALSE
copyarchiver	23		FALSE
rallyBuild	23		FALSE
rancher	23		FALSE
testdroid-run-in-cloud	23		FALSE
adaptive-disconnector	22		FALSE
attention	22		FALSE
compuware-scm-downloader	22		FALSE
open-stf	22		FALSE
parallels-desktop	22		FALSE
portshift-scanner	22		FALSE
rapiddeploy-jenkins	22		FALSE
safe-batch-environment-filter	22		FALSE
zanata	22		FALSE
aws-java-sdk2-elasticbeanstalk	21		FALSE
postgresql-fingerprint-storage	21		FALSE
pry	21		FALSE
random-job-builder	21		FALSE
rhnpush-plugin	21		FALSE
rrod	21		FALSE
sasunit-plugin	21		FALSE
tag-profiler	21		FALSE
talend	21		FALSE
vault-scm-plugin	21		FALSE
SCTMExecutor	20		FALSE
app-detector	20		FALSE
aws-java-sdk2-efs	20		FALSE
